ID apteki;Nazwa;Status;Numer zezwolenia;Data wydania zezwolenia;Data cofni_cia zezwolenia;Data wygaszenia zezwolenia;Data uprawomocnienia zezwolenia;Data uprawomocnienia cofni_cia/wygaszenia zezwolenia;Data nadania rygoru natychmiastowej wykonalno_ci dla cofni_cia zezwolenia;Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia;Wojew—dztwo;Powiat;Gmina;Rodzaj ulicy;Ulica;Numer Budynku;Numer Lokalu;Miejscowo__;Kod pocztowy;Poczta;Simc;Terc;Ulic
1072345;_YWIECKA;aktywna;_LWIF.KA-4100-44/2010;2010-04-06;;;2010-04-06;;;;_l_skie;_ywiecki;_ywiec;ul.;DWORCOWA;22;;_YWIEC;34-300;;927642;2417011;4434
1111311;_ywiecka;aktywna;_lWIF.KA.8520.1.219.2012;2013-02-16;;;2013-02-02;;;;_l_skie;_ywiecki;_ywiec;ul.;Ks. Pr. Stanis_awa S_onki;24;;_ywiec;34-300;;;;
1122928;_yj-zdrowo.com;aktywna;WIFBY-KK.8530.1.12.2012;2013-05-01;;;2013-02-01;;;;kujawsko-pomorskie;bydgoski;Koronowo;ul.;Bydgoska;25;;Wtelno;86-011;;89388;403045;2498
1204517;_yj-zdrowo.com;aktywna;WIFBY-KK.8530.1.2.2016;2016-04-22;;;2016-05-06;;;;KUJAWSKO-POMORSKIE;_wiecki;_wiecie (obszar wiejski w gminie miejsko-wiejskiej);ul.;Wojska Polskiego;8;;Gruczno;86-111;Gruczno;97784;414095;24628
1122834;_YJ - ZDROWO.COM;aktywna;F_-996/PA/2013;2013-12-12;;;2013-12-27;;;;_îDZKIE;be_chatowski;Kluki (gmina wiejska);;;51;;Kluki;97-415;;542445;1001052;
1192421;_yj - zdrowo.com;aktywna;WIFBY-KK.8530.1.2.2015;2015-08-18;;;2015-09-01;;;;KUJAWSKO-POMORSKIE;bydgoski;Koronowo (obszar wiejski w gminie miejsko-wiejskiej);ul.;Bydgoska;4;;M_kowarsko;86-013;M_kowarsko;88970;403045;2498
1105043;_urawia Tanie Leki;aktywna;WIFBY-KK.8520.1.24.2012;2012-09-07;;;2012-09-21;;;;kujawsko-pomorskie;W_oc_awek;W_oc_awek (gmina miejska);ul.;_urawia;26;;W_oc_awek;87-800;;984752;464011;26579
1122451;_U_AWSKA;aktywna;799/2013;2013-11-28;;;2013-11-28;;;;POMORSKIE;gda_ski;Cedry Wielkie (gmina wiejska);ul.;M. P_a_y_skiego;20;;Cedry Wielkie;83-020;;159640;2204022;44014
1031136;_ukowska;aktywna;400/2006;2006-12-04;;;2006-12-04;;;;pomorskie;kartuski;_ukowo;ul.;Po_arna;2A;;_ukowo;83-330;;935127;2205084;17404
1127844;_MIGRODZKA;aktywna;WIIF.WR.I-9211/59/Konc./230/99;1999-07-15;;;1999-07-15;;;;dolno_l_skie;trzebnicki;_migr—d;ul.;Lipowa;1a;;_migr—d;55-140;;987503;220064;11139
1128166;_MIGRODZKA;aktywna;WIIF.WR-I-8240/116/zezw./84/01;2001-07-31;;;2001-07-31;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-Psie Pole (delegatura);ul.;_migrodzka;19;;Wroc_aw;51-118;Wroc_aw;986745;264049;26477
1044723;_E_-SZE_;aktywna;FAPO/I/9211/20-A/93;1993-12-09;;;1993-12-24;;;;wielkopolskie;Pozna_;;ul.;NEWTONA;14;;POZNA_;61-161;;;;
1120377;_ELECHOWSKA;aktywna;WIF.WA.II.8520.4.101.2013.DB;2013-10-08;;;2013-10-23;;;;MAZOWIECKIE;garwoli_ski;_elech—w (miasto w gminie miejsko-wiejskiej);ul.;Rynek;6;;_elech—w;08-430;_elech—w;975983;1403144;19253
1184228;_ELAZNA 58;aktywna;WIF.WA.II.8520.4.25.2015.DB;2015-02-26;;;2015-03-14;;;;MAZOWIECKIE;Warszawa;Wola (dzielnica);ul.;_elazna;58/62;;Warszawa;00-866;Warszawa;919884;1465188;26433
1179148;_BIKOWSKA;aktywna;WIF.WA.II.8520.4.80.2014.WS;2014-07-18;;;2014-08-02;;;;MAZOWIECKIE;pruszkowski;Pruszk—w (gmina miejska);ul.;3 Maja;27;;Pruszk—w;05-800;Pruszk—w;921510;1421021;
1032255;_r—d_o Zdrowia;aktywna;563/2009;2009-03-12;;;2009-03-12;;;;pomorskie;Gda_sk;Gda_sk;ul.;Obro_c—w Wybrze_a;1;;Gda_sk;80-398;;933016;2261011;14663
1055920;_RîD_O;aktywna;FAPO-I-9211-6B/99;1999-03-10;;;1999-03-27;;;;WIELKOPOLSKIE;pozna_ski;Dopiewo (gmina wiejska);ul.;Pozna_ska;74;;Sk—rzewo;60-185;SKîRZEWO;582870;3021052;17394
1129800;ZWYCI_SKA;aktywna;WIIF.WR-I-4000/47/zezw./54/08;2008-09-23;;;2008-09-23;;;;dolno_l_skie;ole_nicki;Bierut—w;ul.;Rzemie_lnicza;4;;Bierut—w;56-420;;987035;214024;19335
1119241;"ZOZ ""EPIONE"" Centrum Chirurgii Kr—tkoterminowej Piotrowicka";aktywna;DNAiH.8540.49.2013;2013-09-09;;;2013-09-24;;;;_l_skie;Katowice;Katowice;ul.;Piotrowicka;68;;Katowice;40-723;;937474;2469011;16310
1136889;ZOL Zgromadzenia Si—str _w. El_biety;aktywna;WIF-WR-I.8540.32.2013;2013-07-17;;;2013-07-17;;;;dolno_l_skie;Wroc_aw;Wroc_aw;ul.;S_owia_ska;3;;Dzier_oni—w;58-200;;;;
1192634;ZNAJOMA;aktywna;WIF.WA.II.8520.4.87.2015.DB;2015-08-17;;;2015-09-02;;;;MAZOWIECKIE;Warszawa;Bielany (dzielnica);ul.;Teodora Duracza;6;U1;Warszawa;01-892;Warszawa;988804;1465048;4409
1203999;ZNAJOMA;aktywna;WIF.WA.II.8520.2.35.2016.DB;2016-04-04;;;2016-04-20;;;;MAZOWIECKIE;Warszawa;Mokot—w (dzielnica);ul.;Bluszcza_ska;69;U3;Warszawa;00-712;Warszawa;918130;1465058;1429
1058296;Z_OTYCH K_OSîW;aktywna;_LWIF.KA-8240-216/05;2005-12-02;;;2005-12-02;;;;_l_skie;bielski;Bielsko-Bia_a;;SIEWNA;2F;;BIELSKO-BIA_A;43-300;;;;
1141190;Z_oty Li__;aktywna;FARZ.420/1039/07;2007-07-13;;;2007-07-13;;;;podkarpackie;przemyski;Przemy_l;ul.;Sportowa;4;;Przemy_l;37-700;;;;
1043774;Z_OTY LEK;aktywna;WIF.PO.A-8240.0PA/4/2007;2007-06-06;;;2007-06-22;;;;wielkopolskie;ko_cia_ski;Ko_cian;ul.;SZKOLNA;59;;TURWIA;64-000;;;;
1047950;Z_OTY LEK;aktywna;FAPO-I-9211-33A/2000;2000-08-04;;;2000-08-19;;;;WIELKOPOLSKIE;pozna_ski;Lubo_ (gmina miejska);ul.;_abikowska;16;;Lubo_;62-035;LUBO_;970974;3021011;26375
1055531;Z_OTOWSKA;aktywna;FAPO-I-9211-29A/2000;2000-06-15;;;2000-06-29;;;;wielkopolskie;Pozna_;Pozna_-Grunwald (delegatura);ul.;Z_otowska;21;;Pozna_;60-189;POZNA_;969416;3064029;26213
1103395;Z_otoria;aktywna;WIF.T.8240/85/67/01;2001-10-02;;;2001-11-26;;;;kujawsko-pomorskie;toru_ski;Lubicz;ul.;Toru_ska;62;;Z_otoria;87-124;;846441;415042;22902
1101257;Z_otnicka;aktywna;WIF.BY.4010-329/1/Z-3/06;2006-01-26;;;2006-02-09;;;;kujawsko-pomorskie;inowroc_awski;Z_otniki Kujawskie;ul.;Podg—rna;4A;;Z_otniki Kujawskie;88-180;;100492;407092;16742
1129028;Z_OTNICKA;aktywna;WIIF.WR-I-8240/24/zezw./24/05;2005-04-29;;;2005-04-29;;;;dolno_l_skie;Wroc_aw;Wroc_aw;ul.;Z_otnicka;4G;;Wroc_aw;54-029;;986290;264029;26204
1113746;Z_OTEJ JESIENI DOROTA TUCHOLSKA-OWCZARCZYK;aktywna;WIF.WA.IV.8520.4.86.2012;2012-11-07;;;2012-11-21;;;;MAZOWIECKIE;piaseczy_ski;Piaseczno (obszar wiejski w gminie miejsko-wiejskiej);ul.;Z_otej Jesieni;2A;;Zalesie G—rne;05-540;Zalesie G—rne;6617;1418045;26198
1057910;Z_OTE _ANY;aktywna;_LWIF.KA-8240-147/02;2002-06-05;;;2002-06-05;;;;_l_skie;bielski;Bielsko-Bia_a;;JUTRZENKI;24;;BIELSKO-BIA_A;43-300;;;;
1055450;Z_OTA JESIE_;aktywna;FAA.2489/A/91;1991-01-07;;;1991-01-21;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Nowe Miasto (delegatura);os.;Powsta_ Narodowych;35;;Pozna_;61-215;POZNA_;969770;3064049;17347
1097330;Z_OTA APTEKA CENY HURTOWE;aktywna;WIF.WA.4100/29/05;2005-04-06;;;2005-04-27;;;;MAZOWIECKIE;mi_ski;Mi_sk Mazowiecki (gmina miejska);ul.;Cicha;12;55;Mi_sk Mazowiecki;05-300;Mi_sk Mazowiecki;975687;1412011;2974
1186052;Z_OTA APTEKA;aktywna;F_-1093/A/2015;2014-03-31;;;2015-04-22;;;;_îDZKIE;_—d_;_—d_-Widzew (delegatura);al.;marsz. J—zefa Pi_sudskiego;31;;_—d_;90-307;;958453;1061069;16270
1190154;Z_OTA APTEKA;aktywna;F_-1128/A/2015;2015-07-16;;;2015-07-30;;;;_îDZKIE;_—d_;_—d_-Ba_uty (delegatura);ul.;Aleksandrowska;38;;_—d_;91-151;;957666;1061029;225
1196065;Z_OTA APTEKA;aktywna;F_-1165/A/2015;2015-10-08;;;2015-10-28;;;;_îDZKIE;_—d_;_—d_-Ba_uty (delegatura);ul.;Boles_awa Limanowskiego;37;;_—d_;91-309;;957666;1061029;11074
1202955;Z_OTA APTEKA;aktywna;F_-1203/A/2016;2016-03-09;;;2016-03-25;;;;_îDZKIE;_—d_;_—d_-Widzew (delegatura);ul.;ks. Zdzis_awa Wujaka;2;;_—d_;92-515;;958453;1061069;39722
1203898;Z_OTA APTEKA;aktywna;F_-1214/A/2016;2016-03-30;;;2016-04-15;;;;_îDZKIE;_—d_;_—d_-_r—dmie_cie (delegatura);ul.;Piotrkowska;192;;_—d_;90-368;_îD_;958430;1061059;16308
1048668;Z_OTA;aktywna;30/2012;2012-05-28;;;2012-06-11;;;;wielkopolskie;koni_ski;Kazimierz Biskupi;pl.;WOLNO_CI;9;;KAZIMIERZ BISKUPI;62-530;;285860;3010032;24685
1048676;Z_OTA;aktywna;FAKN-40/A/97;1997-08-21;;;1997-09-04;;;;wielkopolskie;koni_ski;Golina;ul.;KOLEJOWA;32;;GOLINA;62-590;;949017;3010014;8828
1057929;Z_OTA;aktywna;_LWIF.KA-4100-25/06/69/07-ZM;2007-04-23;;;2007-04-23;;;;_l_skie;bielski;Bielsko-Bia_a;;JUTRZENKI;8;;BIELSKO-BIA_A;43-300;;;;
1060668;Z_OTA;aktywna;_LWIFKA-4100-54/2010-ZM;2010-04-08;;;2010-04-08;;;;_l_skie;cz_stochowski;Cz_stochowa;;KILI_SKIEGO;2;4;CZ_STOCHOWA;42-200;;;;
1103507;Z_ota;aktywna;WIF.T.4011-237/1/Z-33/07;2007-08-31;;;2007-09-14;;;;kujawsko-pomorskie;golubsko-dobrzy_ski;Golub-Dobrzy_ - miasto;ul.;Adama Mickiewicza;3;;Golub - Dobrzy_;87-400;;;;
1111297;Z_ota;aktywna;WIFBY-KK.8520.1.6.2013;2013-02-22;;;2013-03-11;;;;kujawsko-pomorskie;lipnowski;Kik—_;ul.;Z_ota G—rka;12;;Kik—_;87-620;;863480;408052;26190
1040265;ZIO_OWA;aktywna;FAEL/P.S./9211/11/98;1998-12-24;;;1998-12-24;;;;WARMI_SKO-MAZURSKIE;Elbl_g;Elbl_g (gmina miejska);ul.;Zwi_zku Jaszczurczego;9C;;Elbl_g;82-300;Elbl_g;932703;2861011;26292
1020098;Zio_a Polskie;aktywna;F_-VII-4010-527/A/06;2006-12-13;;;2006-12-27;;;;_—dzkie;_—d_;_—d_;ul.;Kasprzaka;14;;_—d_;91-078;;957666;1061029;8157
1022090;Zio_a Polskie;aktywna;F_-VII-4010-640/A/08;2008-06-09;;;2008-06-23;;;;_îDZKIE;_—d_;_—d_-G—rna (delegatura);ul.;Lecznicza;4;;_—d_;93-173;;957985;1061039;10746
1023432;Zio_a Polskie;aktywna;F_-VII-4010-713/A/09;2009-07-23;;;2009-08-06;;;;_—dzkie;_—d_;;ul.;Nawrot;100;;_—d_;90-040;;;;
1118238;ZIKO APTEKA TANIE LEKI;aktywna;WIF.WA.II.8520.4.79.2013.DB;2013-08-08;;;2013-08-24;;;;MAZOWIECKIE;Warszawa;Bemowo (dzielnica);ul.;Powsta_c—w _l_skich;126;16/17;Warszawa;01-466;Warszawa;988780;1465028;17366
1119092;ZIKO APTEKA TANIE LEKI;aktywna;WIF.WA.II.8520.4.82.2013.DB;2013-08-14;;;2013-08-31;;;;MAZOWIECKIE;Warszawa;Praga-P—_noc (dzielnica);ul.;Targowa;59;;Warszawa;03-729;Warszawa;919298;1465088;22659
1174270;Ziko Apteka ;aktywna;DNAiH.8520.1.117.2014;2014-06-26;;;;;;;_L_SKIE;Zabrze;Zabrze (gmina miejska);ul.;3 Maja;32;32A;Zabrze;41-800;;945380;2478011;11937
1034656;ZiKO Apteka;aktywna;FA.KR.9211-K-313-87/98/52/2005;2005-05-24;;;2005-05-24;;;;ma_opolskie;Krak—w;Krak—w;ul.;Orzechowa;1;;Krak—w;30-437;;950960;1261049;15202
1057690;ZIKO APTEKA;aktywna;SLWIF.KA.8520.1.136.2012;2012-07-30;;;2012-07-30;;;;_l_skie;bielski;Bielsko-Bia_a;;11 LISTOPADA;37;;BIELSKO-BIA_A;43-300;;;;
1058015;ZIKO APTEKA;aktywna;_LWIF.KA.8520.1.137.2012;2012-07-30;;;2012-07-30;;;;_l_skie;bielski;Bielsko-Bia_a;ul.;LESZCZY_SKA;20;;BIELSKO-BIA_A;43-300;;;;
1058395;ZIKO APTEKA;aktywna;_LWIF.KA.8520.1.138.2012;2012-07-30;;;2012-07-30;;;;_l_skie;bielski;Bielsko-Bia_a;;WARSZAWSKA;5;;BIELSKO-BIA_A;43-300;;;;
1059679;ZIKO APTEKA;aktywna;_LWIF.KA.8520.1.139.2012;2012-07-30;;;2012-07-30;;;;_l_skie;Chorz—w;Chorz—w;;SOBIESKIEGO;21;;CHORZîW;41-500;;938887;2463011;20427
1064232;ZIKO APTEKA;aktywna;_LWIF.KA.8520.1.140.2012;2012-07-30;;;2012-07-30;;;;_l_skie;Katowice;Katowice;;PLEBISCYTOWA;39;;KATOWICE;40-037;;937474;2469011;16466
1069323;ZIKO APTEKA;aktywna;SLWIF.KA.8520.1.141.2012;2012-07-30;;;2012-07-30;;;;_l_skie;Sosnowiec;Sosnowiec;;MODRZEJOWSKA;16;;SOSNOWIEC;41-200;;943428;2475011;13182
1071363;ZIKO APTEKA;aktywna;_lWIF.KA-4100-202/2010;2010-12-10;;;2011-01-01;;;;_l_skie;Zabrze;Zabrze;;CHARLESA DE GAULLE'A;111-113;6;ZABRZE;41-800;;;;
1078163;Ziko Apteka;aktywna;FAKR-I.8520.1.147.2011.83.2012;2012-08-08;;;2012-08-08;;;;MA_OPOLSKIE;Tarn—w;Tarn—w (gmina miejska);ul.;Wa_owa;2;;Tarn—w;33-100;Tarn—w;981570;1263011;23586
1083238;ZIKO APTEKA;aktywna;WIF.WA.4100/96/06;2006-11-10;;;2006-11-25;;;;MAZOWIECKIE;Warszawa;Ursyn—w (dzielnica);al.;Aleja Komisji Edukacji Narodowej;105;;Warszawa;02-722;Warszawa;988833;1465138;45561
1111001;Ziko Apteka;aktywna;FAKR-I.8520.1.12.2013;2013-02-14;;;2013-02-14;;;;ma_opolskie;Krak—w;Krak—w;al.;S_owackiego;62;;Krak—w;30-004;;950470;1261029;20288
1113184;Ziko Apteka;aktywna;FAKR-I.8520.1.156.2013;2012-12-17;;;2012-12-17;;;;ma_opolskie;Krak—w;Krak—w;ul.;Dunajewskiego;2;;Krak—w;31-133;;951327;1261059;4391
1120825;ZIKO APTEKA;aktywna;_lWIF.KA.8520.1.153.2013;2013-11-13;;;2013-11-28;;;;_l_skie;Bielsko-Bia_a;Bielsko-Bia_a;ul.;Mostowa;5;;Bielsko-Bia_a;43-300;;923584;2461011;13379
1124343;ZiKO APTEKA;aktywna;05/2013;2013-01-23;;;2013-02-06;;;;wielkopolskie;Pozna_;Pozna_;ul.;_W. MARCIN;58;64;POZNA_;61-807;;;;
1136530;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.46.2013;2013-07-18;;;2013-07-18;;;;dolno_l_skie;Wroc_aw;Wroc_aw;ul.;_widnicka;48;;Wroc_aw;50-068;;986946;264059;22461
1172917;Ziko Apteka;aktywna;WIF-WR-I.8520.1.7.2014;2014-03-21;;;;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-_r—dmie_cie (delegatura);ul.;Ustronie;1-3;;Wroc_aw;;;986952;264069;23430
1170000;ZIKO APTEKA;aktywna;FAKR-I.8520.1.38.2014;2014-03-28;;;2014-03-28;;;;MA_OPOLSKIE;nowotarski;Nowy Targ (gmina miejska);ul.;Jana Kili_skiego;20;;Nowy Targ;34-400;;961538;1211011;8435
1170553;ZiKO APTEKA;aktywna;DNAiH.8520.1.44.2014;2014-04-15;;;2014-04-30;;;;_L_SKIE;Jastrz_bie-Zdr—j;Jastrz_bie-Zdr—j (gmina miejska);ul.;11 Listopada;2;;Jastrz_bie-Zdr—j;44-330;Jastrz_bie-Zdr—j;940163;2467011;11205
1170566;ZiKO APTEKA;aktywna;DNAiH.8520.1.50.2014;2014-04-15;;;2014-04-30;;;;_L_SKIE;Jastrz_bie-Zdr—j;Jastrz_bie-Zdr—j (gmina miejska);ul.;Warmi_ska;2B;4;Jastrz_bie-Zdr—j;44-335;Jastrz_bie-Zdr—j;940163;2467011;23663
1173430;ZIKO APTEKA;aktywna;FAKR-I.8520.1.60.2014;2014-05-23;;;2014-05-23;;;;MA_OPOLSKIE;Tarn—w;Tarn—w (gmina miejska);ul.;Le_na;18;;Tarn—w;33-100;Tarn—w;981570;1263011;10898
1173449;ZIKO APTEKA;aktywna;FAKR-I.8520.1.71.2014;2014-05-23;;;;;;;MA_OPOLSKIE;Tarn—w;Tarn—w (gmina miejska);ul.;Polskiego Czerwonego Krzy_a;26;;Tarn—w;33-100;Tarn—w;981570;1263011;17039
1173886;ZiKO APTEKA;aktywna;DNAiH.8520.1.112.2014;2014-06-13;;;;;;;_L_SKIE;D_browa G—rnicza;D_browa G—rnicza (gmina miejska);ul.;Kr—lowej Jadwigi;25a;;D_browa G—rnicza;41-300;;939473;2465011;10003
1174297;Ziko Apteka;aktywna;DNAiH.8520.1.123.2014;2014-06-30;;;2014-07-15;;;;_L_SKIE;Bytom;Bytom (gmina miejska);ul.;Kolejowa;18;;Bytom;41-902;;938670;2462011;8828
1174521;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.27.2014;2014-06-24;;;;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-Krzyki (delegatura);ul.;Krakowska;1;;Wroc_aw;50-424;;986544;264039;9796
1176217;ZiKO APTEKA;aktywna;DNAiH.8520.1.132.2014;2014-08-22;;;2014-09-06;;;;_L_SKIE;_ywiecki;_ywiec (gmina miejska);ul.;Zielona;3;;_ywiec;34-300;;927642;2417011;26081
1176439;Ziko Apteka;aktywna;DNAiH.8520.1.140.2014;2014-08-29;;;2014-09-11;;;;_L_SKIE;Rybnik;Rybnik (gmina miejska);ul.;Boles_awa Chrobrego;1;;Rybnik;44-200;;942765;2473011;1742
1176656;ZiKO APTEKA;aktywna;DNAiH.8520.1.146.2014;2014-09-02;;;2014-09-17;;;;_L_SKIE;Piekary _l_skie;Piekary _l_skie (gmina miejska);os.;Andaluzja;9;;Piekary _l_skie;41-940;;942104;2471011;278
1176720;ZiKO APTEKA;aktywna;DNAiH.8520.1.156.2014;2014-09-08;;;2014-09-23;;;;_L_SKIE;Katowice;Katowice (gmina miejska);ul.;1 Maja;108A;;Katowice;40-237;;937474;2469011;11926
1177424;ZIKO APTEKA;aktywna;WIFG.8520.1.18.2014.ACH;2014-09-18;;;2014-10-03;;;;LUBUSKIE;Zielona G—ra;Zielona G—ra (gmina miejska);ul.;Stefana _eromskiego;23;;Zielona G—ra;65-066;Zielona G—ra;988313;862011;
1177435;ZIKO APTEKA;aktywna;WIFG.8520.1.17.2014.ACH;2014-09-17;;;2014-10-03;;;;LUBUSKIE;Zielona G—ra;Zielona G—ra (gmina miejska);ul.;Stary Rynek;18;;Zielona G—ra;65-067;Zielona G—ra;988313;862011;
1179524;ZiKO APTEKA;aktywna;DNAiH.8520.1.217.2014;2014-11-07;;;2014-11-22;;;;_L_SKIE;tarnog—rski;Tarnowskie G—ry (gmina miejska);ul.;Poczdamska;8;;Tarnowskie G—ry;42-612;;943813;2413041;16576
1179562;ZIKO APTEKA;aktywna;69/2014;2014-09-17;;;2014-10-01;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Wilda (delegatura);ul.;Wierzbi_cice;36;2;Pozna_;61-568;POZNA_;970448;3064069;24161
1182406;ZIKO APTEKA;aktywna;WIFG.8520.1.1.2015.ACH;2015-01-19;;;2015-02-03;;;;LUBUSKIE;nowosolski;Nowa S—l (gmina miejska);ul.;Staszica;6;11;Nowa S—l;67-100;Nowa S—l;988520;804011;
1182440;ZiKO Apteka;aktywna;DNAiH.8520.1.280.2014;2015-01-22;;;2015-02-06;;;;_L_SKIE;Bielsko-Bia_a;Bielsko-Bia_a (gmina miejska);ul.;Kolista;23;6;Bielsko-Bia_a;43-300;;923584;2461011;8846
1182735;ZIKO APTEKA;aktywna;OWIF.8520.1.1.2015;2015-01-14;;;2015-01-28;;;;OPOLSKIE;Opole;Opole (gmina miejska);ul.;Krakowska;31;A;Opole;45-018;;965016;1661011;9796
1182762;ZIKO APTEKA;aktywna;OWIF.8520.1.3.2015;2015-01-27;;;2015-02-10;;;;OPOLSKIE;k_dzierzy_sko-kozielski;K_dzierzyn-Ko_le (gmina miejska);;Armii Krajowej;38;40;K_dzierzyn-Ko_le;47-220;;965424;1603011;
1182945;ZIKO APTEKA;aktywna;FAKR-I.8520.1.167.2014;2015-01-22;;;2015-01-22;;;;MA_OPOLSKIE;Krak—w;Krak—w-Podg—rze (delegatura);ul.;Kalwaryjska;12;;Krak—w;30-504;;950960;1261049;7842
1184336;ZIKO APTEKA;aktywna;FAKR-I.8520.1.31.2015;2015-02-27;;;2015-02-27;;;;MA_OPOLSKIE;Krak—w;Krak—w-Krowodrza (delegatura);ul.;Kr—lewska;47;;Krak—w;30-040;;950470;1261029;9987
1184464;ZIKO APTEKA;aktywna;DNAiH.8520.1.47.2015;2015-03-13;;;2015-03-28;;;;_L_SKIE;Ruda _l_ska;Ruda _l_ska (gmina miejska);ul.;Zabrza_ska;51;;Ruda _l_ska;41-700;;942630;2472011;25287
1185194;Ziko Apteka;aktywna;DNAiH.8520.1.70.2015;2015-04-08;;;;;;;_L_SKIE;Gliwice;Gliwice (gmina miejska);ul.;Zwyci_stwa;3;;Gliwice;44-100;;940000;2466011;26326
1186141;ZIKO APTEKA;aktywna;32/2015;2015-04-02;;;2015-04-16;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Je_yce (delegatura);ul.;Jana Henryka D_browskiego;47;;Pozna_;60-842;POZNA_;969586;3064039;3682
1186728;ZIKO APTEKA;aktywna;41/2015;2015-04-24;;;2015-05-08;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Stare Miasto (delegatura);pl.;Wiosny Lud—w;2;24;Pozna_;61-831;POZNA_;970224;3064059;24368
1186995;ZIKO APTEKA;aktywna;DNAiH.8520.1.85.2015;2015-05-21;;;2015-06-05;;;;_L_SKIE;Katowice;Katowice (gmina miejska);ul.;3 Maja;7;;Katowice;40-096;;937474;2469011;11937
1187773;ZIKO APTEKA;aktywna;52/2015;2015-06-02;;;2015-06-16;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Grunwald (delegatura);ul.;G_ogowska;83;;Pozna_;60-739;POZNA_;969416;3064029;5614
1188707;ZIKO APTEKA;aktywna;FAKR-I.8520.1.78.2015;2015-06-19;;;2015-06-19;;;;MA_OPOLSKIE;Krak—w;Krak—w-Nowa Huta (delegatura);os.;Centrum C;1;U2;Krak—w;31-929;Krak—w;950718;1261039;2621
1189007;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.36.2015;2015-07-07;;;2015-07-07;;;;DOLNO_L_SKIE;polkowicki;Polkowice (miasto w gminie miejsko-wiejskiej);ul.;Fryderyka Chopina;38a;;Polkowice;59-100;Polkowice;954165;216044;2849
1190662;ZIKO APTEKA;aktywna;DNAiH.8520.1.132.2015;2015-07-28;;;2015-08-12;;;;_L_SKIE;Piekary _l_skie;Piekary _l_skie (gmina miejska);ul.;Bytomska;71;;Piekary _l_skie;41-940;;942104;2471011;2528
1193147;ZIKO Apteka;aktywna;DNA.8520.1.157.2015;2015-08-31;;;2015-09-15;;;;_L_SKIE;Cz_stochowa;Cz_stochowa (gmina miejska);al.;Aleja Wolno_ci;4;;Cz_stochowa;42-217;;930868;2464011;33791
1194649;Ziko Apteka;aktywna;DNA.8520.1.165.2015;2015-09-15;;;;;;;_L_SKIE;Bielsko-Bia_a;Bielsko-Bia_a (gmina miejska);ul.;Norberta Barlickiego;7;;Bielsko-Bia_a;43-300;;923584;2461011;763
1195536;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.58.2015;2015-10-06;;;;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-Stare Miasto (delegatura);pl.;Legion—w;13a;;Wroc_aw;50-045;Wroc_aw;986946;264059;
1195825;ZIKO APTEKA;aktywna;OWIF.8520.1.72.2015;2015-10-09;;;2015-10-24;;;;OPOLSKIE;k_dzierzy_sko-kozielski;K_dzierzyn-Ko_le (gmina miejska);ul.;Wojska Polskiego;7;;K_dzierzyn-Ko_le;47-220;;965424;1603011;24628
1197718;ZIKO APTEKA;aktywna;DNA.8520.1.207.2015;2015-10-30;;;2015-11-14;;;;_L_SKIE;D_browa G—rnicza;D_browa G—rnicza (gmina miejska);ul.;Legion—w Polskich;38C;;D_browa G—rnicza;;;939473;2465011;10775
1197854;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.76.2015;2015-11-06;;;;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-Krzyki (delegatura);ul.;gen. Romualda Traugutta;92;;Wroc_aw;50-420;Wroc_aw;986544;264039;22963
1197865;ZIKO APTEKA;aktywna;WIF-WR-I.8520.1.74.2015;2015-11-06;;;;;;;DOLNO_L_SKIE;Legnica;Legnica (gmina miejska);ul.;Naj_wi_tszej Marii Panny;5F;;Legnica;59-220;Legnica;954047;262011;13947
1198917;ZIKO APTEKA;aktywna;FAKR-I.8520.1.129.2015                                                      ;2015-11-27;;;2015-11-27;;;;MA_OPOLSKIE;Krak—w;Krak—w-Podg—rze (delegatura);ul.;Kobierzy_ska;93;10U;Krak—w;30-382;Krak—w;950960;1261049;8691
1199792;ZIKO APTEKA;aktywna;LU-WIF.8520.81.2015;2015-12-17;;;2016-01-01;;;;LUBELSKIE;Lublin;Lublin (gmina miejska);ul.;Krakowskie Przedmie_cie;70;;Lublin;20-076;;954700;663011;9803
1200062;ZIKO Apteka;aktywna;DNA.8520.1.262.2015;2015-12-22;;;2016-01-07;;;;_L_SKIE;Jaworzno;Jaworzno (gmina miejska);ul.;Grunwaldzka;59;1;Jaworzno;43-600;;940335;2468011;6260
