ID apteki;Nazwa;Status;Numer zezwolenia;Data wydania zezwolenia;Data cofni_cia zezwolenia;Data wygaszenia zezwolenia;Data uprawomocnienia zezwolenia;Data uprawomocnienia cofni_cia/wygaszenia zezwolenia;Data nadania rygoru natychmiastowej wykonalno_ci dla cofni_cia zezwolenia;Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia;Wojew—dztwo;Powiat;Gmina;Rodzaj ulicy;Ulica;Numer Budynku;Numer Lokalu;Miejscowo__;Kod pocztowy;Poczta;Simc;Terc;Ulic
1145053;Apteka dr. Optima Hurtowe Czwartki;aktywna;FARZ DA 420/1168/08;2008-11-06;;;2008-11-06;;;;podkarpackie;kolbuszowski;Kolbuszowa;ul.;Rzeszowska;6;;Kolbuszowa;36-100;;974392;1806024;19351
1114598;Apteka Dr. Optima;aktywna;WIFBY-KK.8520.1.10.2013;2013-04-22;;;2013-05-06;;;;kujawsko-pomorskie;Bydgoszcz;Bydgoszcz;ul.;Gen. W_adys_awa Andersa;51;;Bydgoszcz;85-791;;;;
1115431;Apteka Dr. Optima;aktywna;DANiH8520.1.50.2013;2013-05-16;;;2013-05-31;;;;_l_skie;wodzis_awski;Wodzis_aw _l_ski;ul.;Radli_ska;61;;Wodzis_aw _l_ski;44-304;;944853;2415041;18300
1149034;APTEKA DR. OPTIMA;aktywna;WIFG.8520.1.7.2012.ACH;2012-08-22;;;2012-08-22;;;;lubuskie;wschowski;Wschowa;ul.;Moniuszki;8A;;Wschowa;67-400;;954685;812034;13242
1179556;APTEKA DR. OPTIMA;aktywna;71/2014;2014-09-24;;;2014-10-08;;;;WIELKOPOLSKIE;chodzieski;Chodzie_ (gmina miejska);ul.;Tadeusza Ko_ciuszki;30;;Chodzie_;64-800;CHODZIE_;966760;3001011;9582
1179686;Apteka Dr. Optima;aktywna;LU-WIF.8520.35.2014;2014-11-30;;;2014-11-14;;;;LUBELSKIE;Che_m;Che_m (gmina miejska);ul.;3 Maja;22;2;Che_m;22-100;;929902;662011;
1180636;Apteka Dr. Optima;aktywna;732;2014-11-21;;;2014-12-04;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin (gmina miejska);ul.;marsz. J—zefa Pi_sudskiego;1a;;Szczecin;71-432;Szczecin;977976;3262011;16274
1182815;APTEKA DR. OPTIMA;aktywna;105/2014;2015-01-14;;;2015-01-28;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Stare Miasto (delegatura);ul.;Strzelecka;48A;;Pozna_;61-846;POZNA_;970224;3064059;21381
1185365;APTEKA DR. OPTIMA;aktywna;F_-1078/A/2015;2015-01-30;;;2015-02-17;;;;_îDZKIE;_—d_;_—d_-Polesie (delegatura);ul.;Bratys_awska;8A;;_—d_;;;958269;1061049;2063
1069494;APTEKA DR ZDROWIE;aktywna;_LWIF.KA.8520.1.79.2012;2012-04-30;;;2012-04-30;;;;_l_skie;Sosnowiec;Sosnowiec;;SIENKIEWICZA;2;;SOSNOWIEC;41-200;;943428;2475011;19834
1120205;Apteka Dr Optima;aktywna;FAPO.B.8520.1.16.2013;2013-09-25;;;2013-09-25;;;;PODLASKIE;zambrowski;Zambr—w (gmina miejska);ul.;_wi_tokrzyska;11;;Zambr—w;18-300;Zambr—w;957637;2014011;22552
1041149;APTEKA DR N. FARM. TOMASZ D_BOWSKI;aktywna;FAWM-A._.-9211-57/214/99;1999-03-15;;;1999-03-15;;;;warmi_sko-mazurskie;i_awski;I_awa;;;43A;;Z_BROWO;14-241;;;;
1097421;APTEKA DR MAX;aktywna;WIF.WA.4100/56/06;2006-07-13;;;2006-07-28;;;;MAZOWIECKIE;mi_ski;Mi_sk Mazowiecki (gmina miejska);ul.;J—zefa Pi_sudskiego;35B;;Mi_sk Mazowiecki;05-300;Mi_sk Mazowiecki;975687;1412011;16264
1070743;Apteka dr Libro;aktywna;_LWIF.KA-4100-91/08;2008-06-12;;;2008-06-12;;;;_l_skie;cieszy_ski;Ustro_;ul.;BRODY;8A;;USTRO_;43-450;;926677;2403021;2097
1183519;Apteka dr Libro;aktywna;DNAiH.8520.1.27.2015;2015-02-20;;;2015-03-07;;;;_L_SKIE;cieszy_ski;Wis_a (gmina miejska);ul.;Wyzwolenia;61c;;Wis_a;43-460;;927091;2403031;25133
1207972;Apteka dr Libro;aktywna;DNA.8520.1.96.2016;2016-08-01;;;2016-08-16;;;;_L_SKIE;cieszy_ski;Wis_a;;ul. 1 Maja;66B;;Wis_a;43-460;Wis_a;;;
1083142;APTEKA DOZ DBAM O ZDROWIE;aktywna;WIF.WA.4100/16/04;2004-03-23;;;2004-04-07;;;;MAZOWIECKIE;Warszawa;Ursus (dzielnica);ul.;Mariana Keniga;14;;Warszawa;02-495;Warszawa;918784;1465128;8320
1192178;APTEKA DOZ DBAM O ZDROWIE;aktywna;WIF.WA.II.8520.4.72.2015.DB;2015-07-14;;;2015-08-29;;;;MAZOWIECKIE;Warszawa;Ochota (dzielnica);al.;Aleje Jerozolimskie;134;;Warszawa;02-305;Warszawa;918643;1465068;45207
1200231;Apteka DOZ Dbam o Zdrowie;aktywna;LU-WIF.8520.80.2015;2015-12-29;;;2016-01-13;;;;LUBELSKIE;krasnostawski;Krasnystaw (gmina miejska);;Zakr_cie;2 J;;Krasnystaw;22-300;Krasnystaw;930070;606011;
1200516;Apteka DOZ Dbam o Zdrowie;aktywna;DNA.8520.1.251.2015;2015-01-29;;;2016-01-13;;;;_L_SKIE;Rybnik;Rybnik (gmina miejska);ul.;Zebrzydowicka;1;;Rybnik;44-200;;942765;2473011;25973
1024554;Apteka Dom Zdrowia;aktywna;F_-VII-4010-771/A/10;2010-07-29;;;2010-08-12;;;;_îDZKIE;pabianicki;Pabianice (gmina miejska);ul.;Targowa;19;;Pabianice;95-200;;959079;1008021;22659
1181278;APTEKA DOM LEKîW;aktywna;WIFOL-ELB.8520.9.2014;2014-12-01;;;2014-12-17;;;;WARMI_SKO-MAZURSKIE;Elbl_g;Elbl_g (gmina miejska);ul.;Stefana _eromskiego;1;;Elbl_g;82-300;Elbl_g;932703;2861011;26469
1184852;APTEKA DOM LEKîW;aktywna;WIFOL.8520.12.2015;2015-03-19;;;2015-04-04;;;;WARMI_SKO-MAZURSKIE;Olsztyn;Olsztyn (gmina miejska);ul.;Jagiello_ska;26;;Olsztyn;10-273;Olsztyn;964465;2862011;7029
1190608;APTEKA DOM LEKîW;aktywna;WIFOL.8520.44.2015;2015-07-23;;;2015-07-24;;;;WARMI_SKO-MAZURSKIE;Olsztyn;Olsztyn (gmina miejska);al.;Aleja Wojska Polskiego;37;;Olsztyn;10-228;Olsztyn;964465;2862011;33790
1164426;Apteka Dolne Miasto;aktywna;654;2012-10-25;;;2012-10-25;;;;zachodniopomorskie;wa_ecki;Wa_cz;ul.;12 Lutego;9;;Wa_cz;78-600;;;;
1149621;APTEKA DOLINKI J—zef Laskowski Sp. Jawna;aktywna;FAGO/9211/K/13/98;1998-12-22;;;1998-12-22;;;;lubuskie;Gorz—w Wielkopolski;Gorz—w Wielkopolski;ul.;Zubrzyckiego;1;;Gorz—w Wielkopolski;66-400;;935140;861011;26267
1059996;APTEKA DOBRYCH RAD PRIMA;aktywna;_LWIF.KA.8520.1.12.1.2012;2012-02-10;;;2012-02-10;;;;_l_skie;bielski;Czechowice-Dziedzice;;NAD BIA_K_;1 C;;CZECHOWICE-DZIEDZICE;43-503;;939094;2402044;13735
1063466;APTEKA DOBRYCH RAD;aktywna;_LWIF.KA.8520.1.262.2011;2012-02-21;;;2012-02-21;;;;_l_skie;bielski;Bestwina;;BATALIONîW CH_OPSKICH;15A;;KANIîW;43-514;;212328;2402022;868
1066955;APTEKA DOBRYCH RAD;aktywna;_LWIF.KA-8520.1.25.2011;2011-04-05;;;2011-04-05;;;;_l_skie;b_dzi_ski;Psary;;MALINOWICKA;6;;PSARY;42-512;;220291;2401062;12068
1068699;APTEKA DOBRYCH RAD;aktywna;_LWIF.KA-4100-179/2010;2010-11-15;;;2010-11-15;;;;_l_skie;b_dzi_ski;Siewierz;;KOPERNIKA;2;;SIEWIERZ;42-470;;943204;2401074;9282
1210183;Apteka Dobrych Rad;aktywna;DNA.8520.1.126.2016;2016-10-10;;;;;;;_L_SKIE;b_dzi_ski;Wojkowice;;ul. Jana III Sobieskiego;294;a;Wojkowice;42-470;Wojkowice;;;
1064158;Apteka Dobrusia IV;aktywna;_LWIF.KA 8240-241/01;2001-12-05;;;2001-12-05;;;;_l_skie;Katowice;Katowice;;PANEWNICKA;5;;KATOWICE;40-709;;937474;2469011;15625
1063674;Apteka Dobrusia;aktywna;FAA-1412/A/90;1990-08-20;;;1990-08-20;;;;_l_skie;Katowice;Katowice;;FRANCISZKA_SKA;30;;KATOWICE;40-728;;937474;2469011;5151
1050939;APTEKA DOBRA;aktywna;48/2003;2003-12-02;;;2003-12-16;;;;wielkopolskie;pozna_ski;Pozna_;os.;JANA III SOBIESKIEGO;103;9;POZNA_;60-688;POZNA_;;;
1080592;Apteka Dobra;aktywna;FAKR-I.8520.4100-Z-620-31/08.1.47.2011;2011-07-11;;;2011-07-11;;;;ma_opolskie;limanowski;Dobra;;;426;;Dobra;34-642;;;;
1026692;Apteka Dla Zdrowia;aktywna;F_-900/A/2012;2012-08-22;;;2012-09-05;;;;_—dzkie;_—d_;;ul.;Gorkiego;63;;_—d_;92-518;;;;
1029590;Apteka dla Zdrowia;aktywna;WIIF-GD/8240-Z-79/2001;2001-11-30;;;2001-11-30;;;;POMORSKIE;Gdynia;Gdynia (gmina miejska);ul.;Warszawska;34;36;Gdynia;81-317;;934100;2262011;23682
1113679;APTEKA DLA ZDROWIA;aktywna;F_-936/A/2013;2013-02-28;;;2013-03-18;;;;_îDZKIE;be_chatowski;Be_chat—w (gmina miejska);ul.;gen. Ludwika Czy_ewskiego;6;;Be_chat—w;97-400;;967647;1001011;
1116091;Apteka Dla Zdrowia;aktywna;FAKR-I.8520.1.20.2013;2013-06-13;;;2013-06-13;;;;ma_opolskie;o_wi_cimski;Che_mek;ul.;Staicha;1;1;Che_mek;32-660;;924098;1213034;27073
1135985;APTEKA DLA ZDROWIA;aktywna;WIF-WR-I.8520.1.58.2012;2012-11-22;;;2012-11-22;;;;dolno_l_skie;wroc_awski;Kobierzyce;ul.;Radosna;6A;;Wysoka;52-200;;875655;223052;18322
1178129;Apteka Dla Zdrowia;aktywna;F_-1047/A/2014;2014-09-09;;;2014-10-24;;;;_îDZKIE;_—d_;_—d_-G—rna (delegatura);ul.;Juliusza Kossaka;12;;_—d_;93-213;;957985;1061039;9463
1199401;APTEKA DLA WSZYSTKICH;aktywna;OWIF.8520.1.94.2015;2015-12-07;;;2015-12-22;;;;OPOLSKIE;kluczborski;Kluczbork (miasto w gminie miejsko-wiejskiej);ul.;Sk_odowskiej-Curie;25B;;Kluczbork;46-200;;965619;1604024;20066
1211426;Apteka Dla Wszystkich;aktywna;DNA.8520.1.139.2016;2016-11-15;;;2016-11-30;;;;_L_SKIE;lubliniecki;Kochanowice;;ul. Lubliniecka;2 D;;Kochanowice;42-713;Kochanowice;;;
1017481;APTEKA DLA KA_DEGO;aktywna;PWIF-A/11/06;2006-03-03;;;2006-03-03;;;;PODLASKIE;moniecki;Goni_dz (miasto w gminie miejsko-wiejskiej);pl.;11 Listopada;14;;Goni_dz;19-110;Goni_dz;957360;2008014;11202
1131896;APTEKA DLA KA_DEGO;aktywna;WIIF.WR-I-4000/99/zezw./159/07;2007-12-19;;;2007-12-19;;;;dolno_l_skie;luba_ski;Olszyna;ul.;Wolno_ci;30;;Olszyna;59-830;;191684;210054;24687
1187230;APTEKA DLA KA_DEGO;aktywna;756;2015-04-29;;;2015-05-13;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin (gmina miejska);ul.;Goleniowska;87;;Szczecin;70-840;Szczecin;977976;3262011;5727
1197092;APTEKA DLA CIEBIE SPACEROWA;aktywna;915/2015;2015-10-29;;;;;;;POMORSKIE;Gda_sk;Gda_sk (gmina miejska);ul.;Spacerowa;48;;Gda_sk;80-299;;933016;2261011;20641
1194740;APTEKA DLA CIEBIE POLANKI;aktywna;903/2015;2015-09-16;;;;;;;POMORSKIE;Gda_sk;Gda_sk (gmina miejska);ul.;Polanki;117;;Gda_sk;80-305;;933016;2261011;16974
1194733;APTEKA DLA CIEBIE KARTUSKA;aktywna;902/2015;2015-09-16;;;;;;;POMORSKIE;Gda_sk;Gda_sk (gmina miejska);ul.;Kartuska;4;6;Gda_sk;80-104;;933016;2261011;8124
1197229;Apteka Dla Ciebie ;aktywna;WIFBY-DT.8520.1.13.2015;2015-10-29;;;2015-11-12;;;;KUJAWSKO-POMORSKIE;toru_ski;Lubicz (gmina wiejska);ul.;Kowalewska;6;;Gr_bocin;87-162;Lubicz;846270;415042;9655
1003867;APTEKA DLA CIEBIE;aktywna;WIF-KI/Z/1/2011;2011-02-07;;;2011-02-21;;;;_wi_tokrzyskie;opatowski;Ba_kowice;ul.;Ba_kowice;85A;;BA_KOWICE;27-552;;;;
1047395;APTEKA DLA CIEBIE;aktywna;FAA-360/A/89;1989-12-21;;;1989-12-21;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Grunwald (delegatura);ul.;Ognik;18;;Pozna_;60-386;POZNA_;969416;3064029;14815
1066105;APTEKA DLA CIEBIE;aktywna;FAKA-9211-0729/99;1999-11-18;;;1999-11-18;;;;_l_skie;Mys_owice;Mys_owice;;WYSPIA_SKIEGO;19;;MYS_OWICE;41-400;;941487;2470011;25084
1120239;APTEKA DLA CIEBIE;aktywna;WIFOL-ELB.8520.7.2013;2013-10-10;;;2013-10-25;;;;WARMI_SKO-MAZURSKIE;i_awski;Susz (miasto w gminie miejsko-wiejskiej);ul.;Pla_owa;2;;Susz;14-240;Susz;932979;2807064;16457
1121121;Apteka dla Ciebie;aktywna;WIF-KI-WSN.8520.1.26.2013;2013-11-20;;;2013-12-04;;;;_wi_tokrzyskie;starachowicki;Starachowice;ul.;Jana Paw_a II;20;;Starachowice;27-200;Starachowice;947930;2611011;7123
1123630;Apteka Dla Ciebie;aktywna;WIFBY-KK.8520.1.50.2013;2014-02-05;;;2014-02-19;;;;kujawsko-pomorskie;brodnicki;_wiedziebnia;;;-;;_wiedziebnia 91a;87-335;_wiedziebnia;;;
1126183;Apteka Dla Ciebie;aktywna;571;2010-08-02;;;2010-08-02;;;;ZACHODNIOPOMORSKIE;policki;Dobra (Szczeci_ska) (gmina wiejska);ul.;Welecka;2;;Mierzyn;72-009;Mierzyn;774233;3211012;23846
1133212;APTEKA DLA CIEBIE;aktywna;WIF-WR-I.8520.1.36.2011;2011-07-01;;;2011-07-01;;;;dolno_l_skie;lubi_ski;Lubin;ul.;_l_ska;9;;Lubin;59-300;;954142;211011;22308
1138510;Apteka Dla Ciebie;aktywna;586;2011-03-31;;;2011-03-31;;;;zachodniopomorskie;s_awie_ski;S_awno;ul.;Witosa;13d;;S_awno;76-100;;977410;3213021;24459
1152114;Apteka Dla Ciebie;aktywna;572;2010-08-03;;;2010-08-03;;;;zachodniopomorskie;policki;Police;ul.;Zamenhofa;46;;Police;72-010;Police;979449;3211044;25536
1204103;Apteka Dla Ciebie;aktywna;823;2016-04-07;;;;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin (gmina miejska);ul.;Waleriana _ukasi_skiego;116A;;Szczecin;71-215;Szczecin;977976;3262011;11755
1146625;Apteka Difarm;aktywna;FARZ.420/959/06;2006-12-21;;;2006-12-21;;;;podkarpackie;rzeszowski;Rzesz—w;ul.;Mieszka I;48;50;Rzesz—w;35-303;;;;
1146787;Apteka Difarm;aktywna;FARZ.9211/221/99;1999-05-04;;;1999-05-04;;;;podkarpackie;rzeszowski;Rzesz—w;ul.;Rejtana;51A;;Rzesz—w;35-326;;;;
1195940;Apteka DIFARM;aktywna;FARZ-DA.8520.2056.2015;2015-10-13;;;2015-10-29;;;;PODKARPACKIE;rzeszowski;Boguchwa_a (obszar wiejski w gminie miejsko-wiejskiej);;;67A;;Zg_obie_;36-046;;645330;1816035;
1093045;APTEKA DIABETYKA PIOTR B_ASZKIEWICZ;aktywna;FAPL-44/97;1997-10-28;;;1997-11-12;;;;MAZOWIECKIE;P_ock;P_ock (gmina miejska);ul.;Bielska;32;;P_ock;09-400;P_ock;968687;1462011;1279
1182332;Apteka DERMA PANAX;aktywna;FARZ-DA.8520.1938.2015;2015-01-22;;;2015-02-06;;;;PODKARPACKIE;stalowowolski;Stalowa Wola (gmina miejska);ul.;J—zefa Poniatowskiego;4;;Stalowa Wola;37-450;;981133;1818011;17107
1001639;APTEKA DBAM o ZDROWIE;aktywna;Nr 16/A/01;2001-10-04;;;2001-10-18;;;;_wi_tokrzyskie;ostrowiecki;Ostrowiec _wi_tokrzyski;ul.;11-go Listopada;6;;OSTROWIEC _WI_TOKRZYSKI;27-400;;;;
1002071;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/4/2003;2003-03-28;;;2003-04-11;;;;_wi_tokrzyskie;starachowicki;Starachowice;ul.;Krzosa;6;;STARACHOWICE;27-200;;947930;2611011;33700
1002193;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/22/2003;2003-12-11;;;2003-12-25;;;;_wi_tokrzyskie;Kielce;Kielce;ul.;Seminaryjska;29a;;KIELCE;25-372;;945930;2661011;19666
1002587;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/3/2006;2006-01-17;;;2006-01-31;;;;_wi_tokrzyskie;ostrowiecki;Ostrowiec _wi_tokrzyski;ul.;Mickiewicza;30;;OSTROWIEC _WI_TOKRZYSKI;27-400;;947308;2607011;12740
1002808;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/30/2006;2006-12-06;;;2006-12-20;;;;_wi_tokrzyskie;Kielce;Kielce;ul.;Massalskiego;3;;KIELCE;25-636;;945930;2661011;12454
1002819;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/1/2007;2007-01-08;;;2007-01-22;;;;_wi_tokrzyskie;kielecki;Bodzentyn;ul.;_wi_tokrzyska;18;;BODZENTYN;26-010;;230102;2604024;22552
1003017;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/26/2007;2007-07-11;;;2007-07-25;;;;_wi_tokrzyskie;ostrowiecki;Ostrowiec _wi_tokrzyski;os.;Ogrody;37;;OSTROWIEC _WI_TOKRZYSKI;27-400;;947308;2607011;14841
1003025;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/28/2007;2007-08-06;;;2007-08-20;;;;_wi_tokrzyskie;Kielce;Kielce;ul.;Warszawska;149A;;KIELCE;25-547;;945930;2661011;23682
1003096;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/40/2007;2007-11-08;;;2007-11-22;;;;_wi_tokrzyskie;Kielce;Kielce;ul.;Kujawska;10;;KIELCE;25-344;;945930;2661011;10344
1003311;APTEKA DBAM o ZDROWIE;aktywna;WIF-KI/Z/26/2008;2009-01-06;;;2009-01-20;;;;_wi_tokrzyskie;starachowicki;Starachowice;ul.;Armii Krajowej;19;;STARACHOWICE;27-200;;947930;2611011;428
1010609;Apteka Dbam o Zdrowie;aktywna;FAPT-9211/A/5/93;1993-07-16;;;1993-07-30;;;;_—dzkie;piotrkowski;Sulej—w;ul.;Konecka;3;;Sulej—w;97-330;;968233;1010094;9126
1010936;Apteka Dbam o Zdrowie;aktywna;FALD-69/A/94;1994-04-11;;;1994-04-25;;;;_—dzkie;_—d_;;ul.;Piotrkowska;225;;_—d_;90-451;;;;
1011947;Apteka Dbam o Zdrowie;aktywna;FASK-9211/55/97;1997-12-16;;;1997-12-30;;;;_îDZKIE;brzezi_ski;Brzeziny (gmina miejska);ul.;_w. Anny;16;;Brzeziny;95-060;;977025;1021011;339
1012019;Apteka Dbam o Zdrowie;aktywna;FALD-227/A/98;1998-01-30;;;1998-02-13;;;;_—dzkie;_—d_;;ul.;Niciarniana;15;;_—d_;92-238;;;;
1012097;Apteka Dbam o Zdrowie;aktywna;FA-SI-I-9211/6/98;1998-04-16;;;1998-04-30;;;;_—dzkie;_aski;_ask;ul.;D_bowa;1;;_ask;98-100;;976296;1003024;3811
1012121;Apteka Dbam o Zdrowie;aktywna;FALD-240/A/98;1998-04-16;;;1998-04-30;;;;_—dzkie;_—d_;;ul.;Paderewskiego;6;;_—d_;93-530;;;;
1012145;Apteka Dbam o Zdrowie;aktywna;FALD-237/A/98;1998-04-16;;;1998-04-30;;;;_îDZKIE;_—d_;_—d_-_r—dmie_cie (delegatura);pl.;Wolno_ci;2;;_—d_;91-415;;958430;1061059;24685
1012159;Apteka Dbam o Zdrowie;aktywna;FAPT-9211/A/57/98;1998-04-17;;;1998-05-01;;;;_—dzkie;opoczy_ski;Opoczno;pl.;Tadeusza Ko_ciuszki;9;;Opoczno;26-300;;;;
1012176;Apteka Dbam o Zdrowie;aktywna;FAPL-51/98;1998-05-27;;;1998-06-10;;;;_îDZKIE;kutnowski;Kutno (gmina miejska);ul.;Henryka Sienkiewicza;6;;Kutno;99-300;;969103;1002011;19834
1012192;Apteka Dbam o Zdrowie;aktywna;FALD-250/A/98;1998-05-29;;;1998-06-12;;;;_îDZKIE;_—d_;_—d_-Widzew (delegatura);ul.;J—zefa Elsnera;19;;_—d_;92-502;;958453;1061069;4785
1012215;Apteka Dbam o Zdrowie;aktywna;FALD-248/A/98;1998-05-29;;;1998-06-12;;;;_—dzkie;_—d_;_—d_;ul.;Przybyszewskiego;86;;_—d_;93-110;;957985;1061039;17892
1012231;Apteka Dbam o Zdrowie;aktywna;FALD-249/A/98;1998-05-29;;;1998-06-12;;;;_—dzkie;zgierski;;pl.;Jana Paw_a II;17;;Ozork—w;95-035;;;;
1012304;Apteka Dbam o Zdrowie;aktywna;FALD-257/A/98;1998-07-13;;;1998-07-27;;;;_—dzkie;_—d_;_—d_;ul.;Ossowskiego;4;;_—d_;91-089;;958269;1061049;15350
1012320;Apteka Dbam o Zdrowie;aktywna;FALD-256/A/98;1998-07-13;;;1998-07-27;;;;_—dzkie;zgierski;;ul.;Lotnicza;1;;Ozork—w;95-035;;;;
1012336;Apteka Dbam o Zdrowie;aktywna;FALD-259/A/98;1998-07-13;;;1998-07-27;;;;_îDZKIE;_—d_;_—d_-Ba_uty (delegatura);ul.;Sporna;83;;_—d_;91-708;;957666;1061029;20679
1012441;Apteka Dbam o Zdrowie;aktywna;FALD-262/A/98;1998-10-15;;;1998-10-29;;;;_—dzkie;_—d_;;ul.;Zielona;28;;_—d_;90-624;;;;
1012455;Apteka Dbam o Zdrowie;aktywna;FALD-264/A/98;1998-10-15;;;1998-10-29;;;;_îDZKIE;pabianicki;Konstantyn—w _—dzki (gmina miejska);ul.;Sadowa;10;;Konstantyn—w _—dzki;95-050;;958826;1008011;19404
1012542;Apteka Dbam o Zdrowie;aktywna;FALD-275/A/98;1998-12-03;;;1998-12-17;;;;_îDZKIE;_—d_;_—d_-Ba_uty (delegatura);ul.;Rydzowa;22;;_—d_;91-211;;957666;1061029;19226
1012575;Apteka Dbam o Zdrowie;aktywna;FALD-277/A/98;1998-12-03;;;1998-12-17;;;;_—dzkie;_—d_;_—d_;ul.;Piotrkowska;67;;_—d_;90-422;;957985;1061039;16308
1012588;Apteka Dbam o Zdrowie;aktywna;FALD-274/A/98;1998-12-03;;;1998-12-17;;;;_îDZKIE;_—d_;_—d_-Ba_uty (delegatura);ul.;Boles_awa Limanowskiego;196A;;_—d_;91-027;;957666;1061029;11074
1012606;Apteka Dbam o Zdrowie;aktywna;FALD-276/A/98;1998-12-03;;;1998-12-17;;;;_—dzkie;_—d_;;ul.;Piotrkowska;193;;_—d_;90-447;;;;
1012622;Apteka Dbam o Zdrowie;aktywna;FAPT-9211/A/70/98;1998-12-14;;;1998-12-28;;;;_—dzkie;piotrkowski;Wolb—rz;ul.;Modrzewskiego;5;;Wolb—rz;97-320;;556648;1010114;13186
1012633;Apteka Dbam o Zdrowie;aktywna;FAPT-9211/A/69/98;1998-12-14;;;1998-12-28;;;;_îDZKIE;_—dzki wschodni;Koluszki (miasto w gminie miejsko-wiejskiej);ul.;_wirki;2;;Koluszki;95-040;;967831;1006074;
1012665;Apteka Dbam o Zdrowie;aktywna;FALD-282/A/98;1998-12-22;;;1999-01-05;;;;_—dzkie;_—d_;;ul.;_ubardzka;4;;_—d_;91-022;;;;
1012860;Apteka Dbam o Zdrowie;aktywna;FALD-305/A/99;1999-05-04;;;1999-05-18;;;;_—dzkie;brzezi_ski;Brzeziny;ul.;Konstytucji 3 Maja;4;;Brzeziny;95-060;;977025;1021011;9213
1012883;Apteka Dbam o Zdrowie;aktywna;FALD-311/A/99;1999-05-21;;;1999-06-04;;;;_—dzkie;_aski;Widawa;ul.;Rynek Tadeusza Ko_ciuszki;11;;Widawa;98-170;;;;
1012894;Apteka Dbam o Zdrowie;aktywna;FALD-320/A/99;1999-05-21;;;1999-06-04;;;;_îDZKIE;_—d_;_—d_-Ba_uty (delegatura);ul.;Lutomierska;146;;_—d_;91-041;;957666;1061029;11455
1012901;Apteka Dbam o Zdrowie;aktywna;FALD-317/A/99;1999-05-21;;;1999-06-04;;;;_îDZKIE;pabianicki;Pabianice (gmina miejska);ul.;Stanis_awa Moniuszki;139;;Pabianice;95-200;;959079;1008021;13246
1012917;Apteka Dbam o Zdrowie;aktywna;FALD-315/A/99;1999-05-21;;;1999-06-04;;;;_—dzkie;pabianicki;;ul.;Orla;45/47;;Pabianice;95-200;;;;
1012958;Apteka Dbam o Zdrowie;aktywna;FALD-312/A/99;1999-05-21;;;1999-06-04;;;;_îDZKIE;kutnowski;Kutno (gmina miejska);ul.;Kanclerza Andrzeja Zamoyskiego;4;;Kutno;99-300;;969103;1002011;25580
1012974;Apteka Dbam o Zdrowie;aktywna;FALD-309/A/99;1999-05-21;;;1999-06-04;;;;_—dzkie;_—d_;_—d_;ul.;_abia;4;;_—d_;91-457;;957666;1061029;26367
1012996;Apteka Dbam o Zdrowie;aktywna;FALD-314/A/99;1999-05-21;;;1999-06-04;;;;_—dzkie;pabianicki;;ul.;Wyspia_skiego;1;;Pabianice;95-200;;;;
1013014;Apteka Dbam o Zdrowie;aktywna;FALD-327/A/99;1999-06-16;;;1999-06-30;;;;_—dzkie;Skierniewice;Skierniewice;ul.;Kopernika;5;;Skierniewice;96-100;;976942;1063011;9282
1013038;Apteka Dbam o Zdrowie;aktywna;FALD-325/A/99;1999-06-16;;;1999-06-30;;;;_—dzkie;_—d_;;ul.;Stra_acka;11;;_—d_;93-318;;;;
1013206;Apteka Dbam o Zdrowie;aktywna;FALD-360/A/99;1999-10-04;;;1999-10-18;;;;_îDZKIE;_—d_;_—d_-G—rna (delegatura);ul.;gen. Jaros_awa D_browskiego;60;;_—d_;93-208;;957985;1061039;
1013211;Apteka Dbam o Zdrowie;aktywna;FALD-358/A/99;1999-10-04;;;1999-10-18;;;;_îDZKIE;_—d_;_—d_-Polesie (delegatura);ul.;Marato_ska;77 BL.111;;_—d_;94-007;;958269;1061049;12247
1013240;Apteka Dbam o Zdrowie;aktywna;FALD-367/A/99;1999-10-27;;;1999-11-10;;;;_—dzkie;_aski;S_dziejowice;ul.;Wielu_ska;4;;S_dziejowice;98-160;;712410;1003032;24117
1013254;Apteka Dbam o Zdrowie;aktywna;FALD-368/A/99;1999-10-27;;;1999-11-10;;;;_îDZKIE;be_chatowski;Kleszcz—w (gmina wiejska);ul.;G_—wna;82;;Kleszcz—w;97-410;;541486;1001042;5635
1013298;Apteka Dbam o Zdrowie;aktywna;FALD-378/A/99;1999-12-23;;;2000-01-06;;;;_—dzkie;sieradzki;Sieradz;Aleja;Pokoju;7;;Sieradz;98-200;;976050;1014011;201
